estado;C.city;C.estado;C.idCity;idEstado
MT;Dillon;MT;1394;26
MT;Great Falls;MT;1969;26
MT;Shelby;MT;4810;26
NC;Kings Mountain;NC;2593;27
NC;Polkton;NC;4175;27
NC;Salemburg;NC;4528;27
NC;Newton Grove;NC;3628;27
NC;Pollocksville;NC;4176;27
NC;Timberlake;NC;5252;27
NC;Graham;NC;1936;27
NC;Graham;NC;1937;27
NC;Thomasville;NC;5240;27
NC;Elizabethtown;NC;1516;27
NC;East Flat Rock;NC;1446;27
NC;Pleasant Hill;NC;4161;27
NC;Efland;NC;1482;27
NC;Durham;NC;1430;27
NC;Durham;NC;1426;27
NC;Durham;NC;1428;27
NC;Durham;NC;1429;27
NC;Granite Falls;NC;1955;27
NC;Brevard;NC;636;27
NC;Salisbury;NC;4533;27
NC;Salisbury;NC;4536;27
NC;Tarboro;NC;5195;27
NC;Tarboro;NC;5196;27
NC;Durham;NC;1425;27
NC;Rutherfordton;NC;4501;27
NC;Mount Holly;NC;3480;27
NC;Mt. Airy;NC;3491;27
NC;Fleetwood;NC;1673;27
NC;Franklin;NC;1777;27
NC;Fayetteville;NC;1650;27
NC;Fayetteville;NC;1647;27
NC;Mt. Airy;NC;3492;27
NC;Franklin;NC;1779;27
NC;Fletcher;NC;1674;27
NC;Raleigh;NC;4307;27
NC;Raleigh;NC;4306;27
NC;Mooresville;NC;3454;27
NC;Ramseur;NC;4310;27
NC;Union Grove;NC;5381;27
NC;Raleigh;NC;4304;27
NC;Raleigh;NC;4305;27
NC;Morganton;NC;3462;27
NC;Fayetteville;NC;1646;27
NC;Ronda;NC;4456;27
NC;Ernul;NC;1561;27
NC;Gastonia;NC;1871;27
NC;Robbins;NC;4434;27
NC;Kinston;NC;2599;27
NC;Roxboro;NC;4485;27
NC;Rowland;NC;4482;27
NC;Roxboro;NC;4484;27
NC;Gastonia;NC;1870;27
NC;Richlands;NC;4390;27
NC;Fayetteville;NC;1644;27
NC;Fayetteville;NC;1645;27
NC;Trinity;NC;5290;27
NC;Gaston County;NC;1868;27
NC;Gastonia;NC;1869;27
NC;Fayetteville;NC;1641;27
NC;Fayetteville;NC;1640;27
NC;Charlotte;NC;879;27
NC;Charlotte;NC;878;27
NC;Iredell County;NC;2384;27
NC;Canton;NC;764;27
NC;Statesville;NC;5064;27
NC;Huntersville;NC;2307;27
NC;Charlotte;NC;877;27
NC;Charlotte;NC;876;27
NC;Sparta;NC;4926;27
NC;Spring Lake;NC;4959;27
NC;Caldwell County;NC;741;27
NC;Parkton;NC;3934;27
NC;Stoneville;NC;5093;27
NC;Canton;NC;763;27
NC;Spruce Pine;NC;4984;27
NC;Calypso;NC;748;27
NC;Huntersville;NC;2306;27
NC;Charlotte;NC;868;27
NC;Charlotte;NC;869;27
NC;Charlotte;NC;866;27
NC;Charlotte;NC;867;27
NC;Charlotte;NC;871;27
NC;Charlotte;NC;872;27
NC;Charlotte;NC;870;27
NC;Charlotte;NC;873;27
NC;Charlotte;NC;875;27
NC;Cary;NC;801;27
NC;Hudson;NC;2300;27
NC;Hubert;NC;2298;27
NC;Charlotte;NC;864;27
NC;Charlotte;NC;865;27
NC;Charlotte;NC;874;27
NC;Charlotte;NC;863;27
NC;Davidson County;NC;1266;27
NC;Dallas;NC;1238;27
NC;Greenville;NC;2005;27
NC;Greenville;NC;2006;27
NC;Cumberland County;NC;1222;27
NC;Henderson;NC;2125;27
NC;Sanford;NC;4706;27
NC;Sanford;NC;4707;27
NC;Dublin;NC;1416;27
NC;Greensboro;NC;1988;27
NC;Durham;NC;1424;27
NC;Pinnacle;NC;4141;27
NC;Greenville;NC;2002;27
NC;Greenville;NC;2004;27
NC;Greensboro;NC;1989;27
NC;Greenville;NC;1998;27
NC;Henderson County;NC;2126;27
NC;Shelby;NC;4811;27
NC;Jamestown;NC;2455;27
NC;Burlington;NC;710;27
NC;Burnsville;NC;720;27
NC;Peachland;NC;3965;27
NC;Clinton;NC;1048;27
NC;Jamestown;NC;2454;27
NC;Cofield;NC;1074;27
NC;Jonesville;NC;2488;27
NC;Hickory;NC;2151;27
NC;Hendersonville;NC;2129;27
NC;Hickory;NC;2150;27
NC;Raleigh;NC;4309;27
NC;Shallotte;NC;4804;27
NC;High Point;NC;2152;27
NC;High Point;NC;2153;27
NC;Lenoir;NC;2859;27
NC;Wake County;NC;5470;27
NC;Lenoir;NC;2857;27
NC;Lenoir;NC;2858;27
NC;Monroe;NC;3422;27
NC;Lexington;NC;2870;27
NC;Wake Forest;NC;5471;27
NC;Wake Forest;NC;5472;27
NC;Archdale;NC;182;27
NC;Apex;NC;171;27
NC;WInston Salem;NC;5460;27
NC;Leland;NC;2850;27
NC;Apex;NC;170;27
NC;Archdale;NC;181;27
NC;Lenoir;NC;2856;27
NC;Wadesboro;NC;5465;27
NC;Lumberton;NC;3105;27
NC;Liberty;NC;2877;27
NC;Wilkesboro;NC;5661;27
NC;Ashe County;NC;216;27
NC;Watauga County;NC;5524;27
NC;Washington;NC;5507;27
NC;Asheville;NC;218;27
NC;Asheville;NC;219;27
NC;Asheboro;NC;217;27
NC;Mocksville;NC;3400;27
NC;Wilmington;NC;5670;27
NC;Lincoln County;NC;2886;27
NC;Lincolnton;NC;2889;27
NC;Winston-Salem;NC;5697;27
NC;Winston-Salem;NC;5696;27
NC;Wilmington;NC;5678;27
NC;Wilmington;NC;5677;27
NC;Linwood;NC;2892;27
NC;Wilson;NC;5680;27
NC;Maiden;NC;3141;27
NC;Bailey;NC;351;27
NC;Welcome;NC;5564;27
NC;Anson County;NC;157;27
NC;Aberdeen;NC;3;27
NC;Maiden;NC;3140;27
NC;Lawndale;NC;2815;27
ND;Bismarck;ND;544;28
ND;Dickinson;ND;1391;28
ND;Devil's Lake;ND;1389;28
ND;Bismarck;ND;545;28
ND;Belcourt;ND;473;28
ND;West Fargo;ND;5578;28
ND;Wood Lake;ND;5707;28
ND;Mandan;ND;3153;28
ND;Grand Forks;ND;1941;28
ND;Stutsman County;ND;5102;28
ND;Standing Rock Reservation;ND;5056;28
ND;Grand Forks;ND;1942;28
NE;Grand Island;NE;1944;29
NE;Grand Island;NE;1943;29
NE;Sidney;NE;4842;29
NE;South Sioux City;NE;4906;29
NE;Lincoln;NE;2884;29
NE;York;NE;5729;29
NE;Big Springs;NE;519;29
NE;Lincoln;NE;2882;29
NE;Lincoln;NE;2881;29
NE;Louisville;NE;3070;29
NE;Rushville;NE;4496;29
NE;Lincoln;NE;2883;29
NE;Omaha;NE;3808;29
NE;Omaha;NE;3801;29
NE;Omaha;NE;3802;29
NE;Blair;NE;554;29
NE;Omaha;NE;3798;29
NE;Omaha;NE;3800;29
NE;Omaha;NE;3804;29
NE;Omaha;NE;3799;29
NE;Omaha;NE;3803;29
NE;Omaha;NE;3805;29
NE;Arnold;NE;203;29
NE;Omaha;NE;3806;29
NE;Omaha;NE;3807;29
NH;Bath;NH;429;30
NH;Peterborough;NH;4001;30
NH;Newton;NH;3626;30
NH;Manchester;NH;3147;30
NH;Merrimack;NH;3260;30
NH;Derry;NH;1366;30
NH;Manchester;NH;3149;30
NH;Hampton;NH;2052;30
NH;Claremont;NH;1003;30
NH;Epping;NH;1559;30
NH;Belmont;NH;486;30
NH;Gonic;NH;1925;30
NH;Canaan;NH;760;30
NJ;Newark;NJ;3609;31
NJ;Newark;NJ;3608;31
NJ;Newark;NJ;3606;31
NJ;Newark;NJ;3607;31
NJ;Newark;NJ;3610;31
NJ;Lyndhurst;NJ;3109;31
NJ;Newark;NJ;3614;31
NJ;Newark;NJ;3613;31
NJ;Farmingdale;NJ;1632;31
NJ;Deptford;NJ;1365;31
NJ;Millville;NJ;3355;31
NJ;Woodbridge;NJ;5709;31
NJ;Millville;NJ;3354;31
NJ;North Bergen;NJ;3655;31
NJ;Little Egg Harbor Township;NJ;2895;31
NJ;Byram;NJ;727;31
NJ;Camden;NJ;753;31
NJ;Orange;NJ;3828;31
NJ;Jersey City;NJ;2467;31
NJ;Irvington;NJ;2394;31
NJ;Hardwick;NJ;2064;31
NJ;Brick;NJ;637;31
NJ;Camden;NJ;751;31
NJ;Mantoloking;NJ;3171;31
NJ;Camden;NJ;752;31
NJ;Brick Township;NJ;638;31
NJ;Hackensack;NJ;2034;31
NJ;Hamilton;NJ;2044;31
NJ;Hackensack;NJ;2033;31
NJ;Bridgeton;NJ;640;31
NJ;Hardwick;NJ;2063;31
NJ;Manchester;NJ;3148;31
NJ;Princeton;NJ;4259;31
NJ;Vineland;NJ;5442;31
NJ;Cranbury Township;NJ;1201;31
NJ;Bloomfield;NJ;555;31
NJ;Bloomingdale;NJ;557;31
NJ;Orange;NJ;3824;31
NJ;Asbury Park;NJ;215;31
NJ;Wayne;NJ;5547;31
NJ;Asbury Park;NJ;214;31
NJ;Manchester;NJ;3150;31
NJ;Logan Township;NJ;2925;31
NJ;Secaucus;NJ;4785;31
NJ;Toms River;NJ;5266;31
NJ;Passaic;NJ;3953;31
NJ;Atlantic City;NJ;262;31
NJ;Paterson;NJ;3954;31
NJ;Trenton;NJ;5284;31
NJ;Bass River;NJ;424;31
NJ;Trenton;NJ;5282;31
NJ;Trenton;NJ;5283;31
NJ;Paterson;NJ;3955;31
NJ;Atlantic City;NJ;260;31
NJ;Vineland;NJ;5441;31
NJ;Pemberton;NJ;3978;31
NJ;New Brunswick;NJ;3554;31
NJ;Paterson;NJ;3956;31
NJ;Paterson;NJ;3958;31
NJ;Paterson;NJ;3957;31
NJ;Atlantic City;NJ;261;31
NJ;Ventnor;NJ;5428;31
NJ;Morris Township;NJ;3469;31
NJ;Vineland;NJ;5440;31
NJ;Little Egg Harbor;NJ;2894;31
NJ;Jersey City;NJ;2468;31
NJ;Old Bridge;NJ;3786;31
NJ;Ventnor;NJ;5427;31
NJ;Maurice River;NJ;3201;31
NJ;Winslow;NJ;5695;31
NJ;Ideal Beach;NJ;2341;31
NM;Albuquerque;NM;87;32
NM;Artesia;NM;207;32
NM;Crownpoint;NM;1215;32
NM;Albuquerque;NM;85;32
NM;Clovis;NM;1055;32
NM;Carrizozo;NM;783;32
NM;Albuquerque;NM;84;32
NM;Albuquerque;NM;70;32
NM;Albuquerque;NM;83;32
NM;Albuquerque;NM;86;32
NM;Hanover;NM;2058;32
NM;Albuquerque;NM;82;32
NM;Albuquerque;NM;69;32
NM;Albuquerque;NM;68;32
NM;Albuquerque;NM;67;32
NM;Hobbs;NM;2176;32
NM;Jal;NM;2450;32
NM;Albuquerque;NM;77;32
NM;Carlsbad;NM;775;32
NM;Albuquerque;NM;75;32
NM;Albuquerque;NM;76;32
NM;Albuquerque;NM;78;32
NM;Albuquerque;NM;81;32
NM;Albuquerque;NM;80;32
NM;Angel Fire;NM;154;32
NM;Albuquerque;NM;79;32
NM;Sunland Park;NM;5119;32
NM;Carlsbad;NM;774;32
NM;Albuquerque;NM;74;32
NM;Hobbs;NM;2179;32
NM;Santa Fe;NM;4729;32
NM;Santa Fe;NM;4730;32
NM;Artesia;NM;206;32
NM;Penasco;NM;3981;32
NM;Santa Fe;NM;4728;32
NM;Hobbs;NM;2178;32
NM;Socorro;NM;4876;32
NM;Carlsbad;NM;776;32
NM;Albuquerque;NM;73;32
NM;Hobbs;NM;2177;32
NM;Albuquerque;NM;71;32
NM;Albuquerque;NM;72;32
NM;Las Cruces;NM;2755;32
NM;Las Cruces;NM;2754;32
NM;Las Cruces;NM;2753;32
NM;Los Lunas;NM;3058;32
NM;Las Cruces;NM;2757;32
NM;Las Cruces;NM;2756;32
NM;Eldorado;NM;1510;32
NM;Lovington;NM;3088;32
NM;Las Cruces;NM;2749;32
NM;Las Cruces;NM;2748;32
NM;Las Cruces;NM;2752;32
NM;Las Cruces;NM;2751;32
NM;Las Cruces;NM;2750;32
NM;Albuquerque;NM;52;32
NM;Albuquerque;NM;51;32
NM;Albuquerque;NM;50;32
NM;Albuquerque;NM;55;32
NM;Albuquerque;NM;54;32
NM;Albuquerque;NM;53;32
NM;Edgewood;NM;1473;32
NM;Alamogordo;NM;41;32
NM;Los Lunas;NM;3056;32
NM;Los Lunas;NM;3057;32
NM;Alamogordo;NM;43;32
NM;Alamogordo;NM;42;32
NM;Las Cruces;NM;2758;32
NM;Laguna;NM;2651;32
NM;Laguna Pueblo;NM;2653;32
NM;Farmington;NM;1633;32
NM;Roswell;NM;4474;32
NM;Tucumcari;NM;5330;32
NM;Tularosa;NM;5334;32
NM;Farmington;NM;1634;32
NM;Pueblo of Laguna;NM;4283;32
NM;Aztec;NM;343;32
NM;Fort Sumner;NM;1737;32
NM;Farmington;NM;1635;32
NM;Farmington;NM;1637;32
NM;Gallup;NM;1844;32
NM;Truth or Consequences;NM;5297;32
NM;Ruidoso;NM;4494;32
NM;Ruidoso;NM;4493;32
NM;Las Cruces;NM;2747;32
NM;Las Cruces;NM;2746;32
NM;Naschitti;NM;3534;32
NM;Bernalillo;NM;504;32
NM;Rowe;NM;4481;32
NM;Roswell;NM;4477;32
NM;Roswell;NM;4476;32
NM;Bernalillo;NM;503;32
NM;Ruidoso;NM;4492;32
NM;Rudioso;NM;4490;32
NM;Albuquerque;NM;56;32
NM;Deming;NM;1319;32
NM;Albuquerque;NM;62;32
NM;Meadowlake;NM;3220;32
NM;Deming;NM;1318;32
NM;Albuquerque;NM;66;32
NM;Albuquerque;NM;61;32
NM;Albuquerque;NM;64;32
NM;Deming;NM;1320;32
NM;Albuquerque;NM;63;32
NM;Albuquerque;NM;60;32
NM;Taos;NM;5194;32
NM;Albuquerque;NM;57;32
NM;Taos;NM;5193;32
NM;Albuquerque;NM;58;32
NM;Albuquerque;NM;59;32
NM;San Rafael;NM;4694;32
NM;Albuquerque;NM;65;32
NV;Sparks;NV;4924;33
NV;Pahrump;NV;3892;33
NV;Sparks;NV;4923;33
NV;Gardnerville Ranchos;NV;1854;33
NV;Sparks;NV;4925;33
NV;Pahrump;NV;3893;33
NV;Reno;NV;4375;33
NV;Las Vegas;NV;2771;33
NV;Summerlin;NV;5113;33
NV;Sparks;NV;4918;33
NV;Spanish Springs;NV;4917;33
NV;Las Vegas;NV;2772;33
NV;Las Vegas;NV;2787;33
NV;Las Vegas;NV;2765;33
NV;Las Vegas;NV;2773;33
NV;Las Vegas;NV;2803;33
NV;Las Vegas;NV;2767;33
NV;Las Vegas;NV;2766;33
NV;Sparks;NV;4922;33
NV;Las Vegas;NV;2768;33
NV;Yerington;NV;5725;33
NV;Sparks;NV;4920;33
NV;Las Vegas;NV;2788;33
NV;Sparks;NV;4921;33
NV;Las Vegas;NV;2770;33
NV;Reno;NV;4374;33
NV;Las Vegas;NV;2798;33
NV;Las Vegas;NV;2797;33
NV;Carson City;NV;794;33
NV;Carson City;NV;793;33
NV;Stead;NV;5065;33
NV;Las Vegas;NV;2769;33
NV;Las Vegas;NV;2809;33
NV;Las Vegas;NV;2796;33
NV;Carson City;NV;795;33
NV;Las Vegas;NV;2801;33
NV;Las Vegas;NV;2806;33
NV;Las Vegas;NV;2805;33
NV;Las Vegas;NV;2802;33
NV;Las Vegas;NV;2799;33
NV;Las Vegas;NV;2808;33
NV;Las Vegas;NV;2800;33
NV;Las Vegas;NV;2807;33
NV;Las Vegas;NV;2790;33
NV;Reno;NV;4370;33
NV;Pahrump;NV;3891;33
NV;Reno;NV;4369;33
NV;Reno;NV;4372;33
NV;Reno;NV;4373;33
NV;Las Vegas;NV;2804;33
NV;Las Vegas;NV;2789;33
NV;Las Vegas;NV;2791;33
NV;Reno;NV;4366;33
NV;Reno;NV;4367;33
NV;Las Vegas;NV;2795;33
NV;Reno;NV;4365;33
NV;Reno;NV;4368;33
NV;Las Vegas;NV;2792;33
NV;Las Vegas;NV;2794;33
NV;Las Vegas;NV;2793;33
NV;Las Vegas;NV;2785;33
NV;Las Vegas;NV;2759;33
NV;Las Vegas;NV;2786;33
NV;Washoe;NV;5515;33
NV;Jean;NV;2458;33
NV;Las Vegas;NV;2784;33
NV;Sunridge;NV;5124;33
NV;Las Vegas;NV;2763;33
NV;Las Vegas;NV;2764;33
NV;Boulder City;NV;609;33
NV;Las Vegas;NV;2762;33
NV;Las Vegas;NV;2760;33
NV;Las Vegas;NV;2761;33
NV;Lovelock;NV;3087;33
NV;Las Vegas;NV;2781;33
NV;Henderson;NV;2120;33
NV;Henderson;NV;2121;33
NV;Las Vegas;NV;2780;33
NV;Henderson;NV;2117;33
NV;Henderson;NV;2118;33
NV;Henderson;NV;2119;33
NV;Mercury;NV;3252;33
NV;Las Vegas;NV;2783;33
NV;Jean;NV;2459;33
NV;Henderson;NV;2124;33
NV;Henderson;NV;2122;33
NV;Henderson;NV;2123;33
NV;Las Vegas;NV;2782;33
NV;Elko;NV;1528;33
NV;Silver Springs;NV;4851;33
NV;Las Vegas;NV;2775;33
NV;North Las Vegas;NV;3671;33
NV;Silver Springs;NV;4850;33
NV;North Las Vegas;NV;3672;33
NV;Las Vegas;NV;2774;33
NV;North Las Vegas;NV;3674;33
NV;West Wendover;NV;5607;33
NV;North Las Vegas;NV;3673;33
NV;North Las Vegas;NV;3669;33
NV;Las Vegas;NV;2777;33
NV;Las Vegas;NV;2779;33
NV;Las Vegas;NV;2778;33
NV;North Las Vegas;NV;3670;33
NV;Las Vegas;NV;2776;33
NV;Elko;NV;1529;33
NY;Constantia;NY;1165;34
NY;Schenectady;NY;4750;34
NY;Deposit;NY;1364;34
NY;Oceanside;NY;3727;34
NY;Rochester;NY;4438;34
NY;Coney Island;NY;1161;34
NY;Elmira;NY;1540;34
NY;Schenectady;NY;4749;34
NY;Potsdam;NY;4236;34
NY;Clarendon;NY;1005;34
NY;Sodus;NY;4880;34
NY;Malone;NY;3142;34
NY;Greenport;NY;1987;34
NY;Horseheads;NY;2232;34
NY;Rotterdam;NY;4478;34
NY;Queens;NY;4295;34
NY;Maspeth;NY;3198;34
NY;Yonkers;NY;5726;34
NY;Geneseo;NY;1874;34
NY;Port Jervis;NY;4195;34
NY;Rochester;NY;4436;34
NY;Yonkers;NY;5727;34
NY;Shirley;NY;4828;34
NY;Pembroke;NY;3980;34
NY;Manlius;NY;3164;34
NY;Fredonia;NY;1790;34
NY;Lee;NY;2840;34
NY;East Northport;NY;1450;34
NY;Merrick;NY;3258;34
NY;Greece;NY;1971;34
NY;Queens;NY;4294;34
NY;Manhasset;NY;3156;34
NY;Glenville;NY;1917;34
NY;Albany;NY;46;34
NY;Cheektowaga;NY;894;34
NY;Greece;NY;1970;34
NY;Coram;NY;1174;34
NY;Edinburg;NY;1476;34
NY;New Paltz;NY;3576;34
NY;New Rochelle;NY;3577;34
NY;Brentwood;NY;635;34
NY;Bronx;NY;652;34
NY;Jamaica;NY;2451;34
NY;New York;NY;3583;34
NY;New York;NY;3584;34
NY;New York;NY;3582;34
NY;New York;NY;3580;34
NY;New York;NY;3581;34
NY;New City;NY;3559;34
NY;Troy;NY;5295;34
NY;Troy;NY;5293;34
NY;Bronx;NY;655;34
NY;Brooklyn;NY;659;34
NY;Berne;NY;505;34
NY;Kirkwood;NY;2605;34
NY;Tremont;NY;5281;34
NY;Bronx;NY;653;34
NY;Ithaca;NY;2397;34
NY;Newburgh;NY;3615;34
NY;New York;NY;3599;34
NY;New York;NY;3600;34
NY;New York;NY;3598;34
NY;New York;NY;3596;34
NY;New York;NY;3597;34
NY;New York;NY;3604;34
NY;New York;NY;3605;34
NY;New York;NY;3603;34
NY;New York;NY;3601;34
NY;New York;NY;3602;34
NY;New York;NY;3595;34
NY;New York;NY;3588;34
NY;New York;NY;3589;34
NY;New York;NY;3587;34
NY;New York;NY;3585;34
NY;New York;NY;3586;34
NY;New York;NY;3593;34
NY;New York;NY;3594;34
NY;New York;NY;3592;34
NY;New York;NY;3590;34
NY;New York;NY;3591;34
NY;Brooklyn;NY;660;34
NY;Syracuse;NY;5150;34
NY;Arietta;NY;186;34
NY;Syracuse;NY;5149;34
NY;Mount Vernon;NY;3483;34
NY;Middletown;NY;3333;34
NY;Canandaigua;NY;762;34
NY;Islip;NY;2396;34
NY;Buffalo;NY;697;34
NY;Buffalo;NY;694;34
NY;Montgomery;NY;3438;34
NY;Ardsley;NY;185;34
NY;Stanfordville;NY;5057;34
NY;Bronx;NY;654;34
NY;Buffalo;NY;696;34
NY;Staten Island;NY;5063;34
NY;Syracuse;NY;5146;34
NY;Syracuse;NY;5147;34
NY;Beacon;NY;453;34
NY;Syracuse;NY;5145;34
NY;Brooklyn;NY;664;34
NY;Warwick;NY;5491;34
NY;Brooklyn;NY;663;34
NY;Brooklyn;NY;661;34
NY;Brooklyn;NY;665;34
OH;Ashtabula Township;OH;223;35
OH;North Royalton;OH;3685;35
OH;Crawford County;OH;1204;35
OH;Kent;OH;2564;35
OH;Columbus;OH;1150;35
OH;Columbus;OH;1146;35
OH;Columbus;OH;1148;35
OH;Columbus;OH;1141;35
OH;Columbus;OH;1143;35
OH;Defiance;OH;1298;35
OH;Pike County;OH;4122;35
OH;Delaware;OH;1306;35
OH;Celina;OH;827;35
OH;Jeffersonville;OH;2465;35
OH;Columbus;OH;1145;35
OH;Columbus;OH;1144;35
OH;Ashtabula;OH;222;35
OH;Dayton;OH;1273;35
OH;Brookville;OH;674;35
OH;Dayton;OH;1274;35
OH;Brunswick;OH;683;35
OH;Dayton;OH;1272;35
OH;Niles;OH;3633;35
OH;Oak Hill;OH;3702;35
OH;Dayton;OH;1271;35
OH;Medina;OH;3228;35
OH;Ashville;OH;224;35
OH;Harrison Township;OH;2075;35
OH;Brooklyn;OH;662;35
OH;Washington Court House;OH;5512;35
OH;Northwood;OH;3692;35
OH;Dayton;OH;1275;35
OH;Hamilton;OH;2042;35
OH;Warren;OH;5488;35
OH;Hamilton;OH;2045;35
OH;Whitehall;OH;5637;35
OH;Richmond Heights;OH;4403;35
OH;Mt. Auburn;OH;3493;35
OH;Fairview;OH;1625;35
OH;Mansfield;OH;3169;35
OH;Madison Township;OH;3135;35
OH;Mansfield;OH;3167;35
OH;Mansfield;OH;3168;35
OH;Fairborn;OH;1609;35
OH;Akron;OH;33;35
OH;Rome;OH;4454;35
OH;Powatan Point;OH;4242;35
OH;Fairfield;OH;1617;35
OH;Fairfield;OH;1614;35
OH;Akron;OH;32;35
OH;Moraine;OH;3457;35
OH;Uniontown;OH;5385;35
OH;Van Wert;OH;5412;35
OH;Zanesville;OH;5748;35
OH;Barberton;OH;404;35
OH;Montpelier;OH;3449;35
OH;Lancaster;OH;2714;35
OH;Madison Township;OH;3136;35
OH;Franklin County;OH;1781;35
OH;Franklinton;OH;1785;35
OH;Findlay;OH;1658;35
OH;Union Township;OH;5382;35
OH;Vandalia;OH;5423;35
OH;Twinsburg;OH;5372;35
OH;Akron;OH;34;35
OH;Toledo;OH;5260;35
OH;Toledo;OH;5259;35
OH;Toledo;OH;5258;35
OH;Kettering;OH;2576;35
OH;Toledo;OH;5261;35
OH;Kettering;OH;2578;35
OH;Kettering;OH;2577;35
OH;Kent;OH;2569;35
OH;Tiffin;OH;5251;35
OH;Willoughby;OH;5669;35
OH;Green;OH;1978;35
OH;Akron;OH;38;35
OH;New Straitsville;OH;3578;35
OH;East Cleveland;OH;1445;35
OH;Akron;OH;35;35
OH;Elyria;OH;1543;35
OH;Elmwood Place;OH;1541;35
OH;Wadsworth;OH;5466;35
OH;Euclid;OH;1569;35
OH;Englewood;OH;1554;35
OH;Geneva Township;OH;1878;35
OH;Trotwood;OH;5292;35
OH;Martins Ferry;OH;3190;35
OH;Toledo;OH;5262;35
OH;Akron;OH;37;35
OH;Girard;OH;1897;35
OH;Beverly;OH;511;35
OH;Akron;OH;36;35
OH;Cleveland;OH;1037;35
OH;Jasper;OH;2456;35
OH;Perry Township;OH;3996;35
OH;Columbus;OH;1117;35
OH;Cleveland;OH;1038;35
OH;Hockingport;OH;2180;35
OH;Columbus;OH;1116;35
OH;Canton;OH;765;35
OH;Cleveland;OH;1039;35
OH;Columbus;OH;1118;35
OH;Cleveland;OH;1036;35
OH;Butler Township;OH;722;35
OH;Columbus;OH;1121;35
OH;Parma;OH;3939;35
OH;Waverly;OH;5546;35
OH;Cincinnati;OH;979;35
OH;Columbus;OH;1119;35
OH;Columbus;OH;1120;35
OH;Apple Creek;OH;173;35
OH;Cincinnati;OH;983;35
OH;Springfield;OH;4964;35
OH;Lima;OH;2878;35
OH;Cincinnati;OH;984;35
OH;Cincinnati;OH;982;35
OH;Springfield;OH;4976;35
OH;Colebrook Township;OH;1078;35
OH;Cincinnati;OH;981;35
OH;Cincinnati;OH;980;35
OH;Cincinnati;OH;985;35
OH;Cleveland;OH;1040;35
OH;Alliance;OH;104;35
OH;Columbus;OH;1115;35
OH;Columbus;OH;1114;35
OH;St. Clair Township;OH;4992;35
OH;Westlake;OH;5610;35
OH;Struthers;OH;5100;35
OH;Westerville;OH;5609;35
OH;Circleville;OH;988;35
OH;Columbus;OH;1129;35
OH;Hudson;OH;2299;35
OH;Columbus;OH;1131;35
OH;Columbus;OH;1130;35
OH;Sylvania Township;OH;5141;35
OH;Sylvania Township;OH;5142;35
OH;Columbus;OH;1128;35
OH;Columbus;OH;1127;35
OH;Howland Township;OH;2297;35
OH;Southington;OH;4911;35
OH;Columbus;OH;1135;35
OH;Columbus;OH;1137;35
OH;Columbus;OH;1136;35
OH;Columbus;OH;1132;35
OH;Columbus;OH;1139;35
OH;Columbus;OH;1134;35
OH;Columbus;OH;1133;35
OH;Parma;OH;3938;35
OH;Sugarcreek;OH;5109;35
OH;Hilltop;OH;2163;35
OH;Columbus;OH;1122;35
OH;Parma;OH;3937;35
OH;Cleveland;OH;1035;35
OH;Cleveland;OH;1034;35
OH;Columbus;OH;1123;35
OH;Steubenville;OH;5067;35
OH;Miami Township;OH;3327;35
OH;Columbus;OH;1124;35
OH;Columbus;OH;1140;35
OK;Okmulgee County;OK;3783;36
OK;Byars;OK;725;36
OK;Eufaula;OK;1571;36
OK;Wagoner;OK;5468;36
OK;Rogers County;OK;4451;36
OK;Poteau;OK;4233;36
OK;Muskogee;OK;3509;36
OK;Roland;OK;4452;36
OK;Muskogee;OK;3510;36
OK;Enid;OK;1557;36
OK;Mustang;OK;3511;36
OK;Pottawatomie County;OK;4237;36
OK;Bixby;OK;547;36
OK;Watts;OK;5534;36
OK;Rush Springs;OK;4495;36
OK;Ponca City;OK;4184;36
OK;Cache;OK;734;36
OK;Cache;OK;733;36
OK;Sperry;OK;4935;36
OK;Kiowa;OK;2600;36
OK;Rufe;OK;4491;36
OK;Midwest City;OK;3345;36
OK;Wagoner;OK;5467;36
OK;Porteau;OK;4207;36
OK;Tom;OK;5264;36
OK;Bethany;OK;507;36
OK;Leedey;OK;2842;36
OK;Byng;OK;726;36
OK;Tulsa;OK;5357;36
OK;Tulsa;OK;5356;36
OK;Stillwater;OK;5071;36
OK;Lawton;OK;2827;36
OK;Tulsa;OK;5359;36
OK;Tulsa;OK;5358;36
OK;Tulsa;OK;5355;36
OK;Tulsa;OK;5353;36
OK;Ada;OK;12;36
OK;Ada;OK;13;36
OK;Anadarko;OK;127;36
OK;Vinita;OK;5444;36
OK;Tulsa;OK;5354;36
OK;Lawton;OK;2826;36
OK;Moore;OK;3453;36
OK;Fort Smith;OK;1735;36
OK;Catoosa;OK;816;36
OK;Bartlesville;OK;418;36
OK;Catoosa;OK;817;36
OK;Bartlesville;OK;419;36
OK;Owasso;OK;3873;36
OK;Lawton;OK;2825;36
OK;Tulsa;OK;5361;36
OK;Tulsa;OK;5360;36
OK;Miami;OK;3311;36
OK;Stillwater;OK;5069;36
OK;Ada;OK;11;36
OK;Tulsa;OK;5341;36
OK;Tulsa;OK;5340;36
OK;Tulsa;OK;5339;36
OK;Chickasha;OK;954;36
OK;Chickasha;OK;955;36
OK;Tulsa;OK;5342;36
OK;Prague;OK;4247;36
OK;Chickasha;OK;956;36
